Transaction_ID,Customer_ID,Product_ID,Product_Category,Product_Price,Quantity,Total_Amount,Purchase_Date,Payment_Method
3b3b3367-c30d-4453-acbe-112c2aa89d23,4565,641,Toys,421.63,5,2108.15,2023-09-01,Debit Card
b14c5aa4-6657-437a-a9ee-b705b3fc5b35,1626,383,Groceries,271.99,5,1359.95,2024-04-21,Credit Card
0db7bd2f-b36f-45ed-90ff-2af1fa2579f9,3453,332,Sports,14.64,3,43.92,2024-01-05,Cash
51a85575-8934-4504-a573-0470feed638a,1980,60,Home & Kitchen,439.61,1,439.61,2024-10-25,Credit Card
7a6ff18c-8bdc-4693-89cf-1bf71bac3314,3997,498,Clothing,489.1,5,2445.5,2024-06-21,Debit Card
17c26e31-1947-45cd-822f-acc62990892a,1525,676,Sports,473.69,2,947.38,2023-08-07,Cash
abe641ea-c02a-48a7-b17f-b67a23f094d2,3161,894,Books,482.36,5,2411.8,2024-08-06,Debit Card
bdd43363-1730-4cff-832d-0a7573cc0c96,3920,320,Books,497.6,3,1492.8,2023-02-18,Online Payment
52514ed7-0d29-4a54-b214-55e65fdaab4e,4684,530,Sports,64.9,2,129.8,2023-02-16,Credit Card
b2d3217e-332b-4ac4-aebc-6954ddd67eff,2384,22,Home & Kitchen,296.28,1,296.28,2024-12-31,Credit Card
33e51b4f-ba49-4fa4-8211-fdd2fdda326c,3899,647,Electronics,118.33,1,118.33,2023-11-20,Cash
b0b42aa8-01b4-497d-b007-c9f91f5c6b16,1290,527,Home & Kitchen,142.85,4,571.4,2023-10-22,Debit Card
e67b9bb8-815e-4fba-99d6-0bb7d545a4e3,3208,136,Sports,125.28,4,501.12,2024-09-03,Online Payment
73afe289-8a61-4d07-84fe-0f0bfbff8d4e,1779,97,Clothing,331.2,3,993.6,2024-08-28,Online Payment
62068c7d-3cd9-4301-8ec5-0494d1d62659,2683,479,Electronics,338.32,1,338.32,2024-11-11,Credit Card
82cbeb1a-8e78-4f1c-a517-bea91c20acdd,2649,746,Beauty,401.29,1,401.29,2023-08-04,Debit Card
4d86989d-ac66-4337-a26f-7fe2e8fd144d,1784,195,Sports,74.39,2,148.78,2023-04-05,Cash
fc51069d-d505-4c00-ae66-d7e1dd494195,2894,256,Clothing,224.35,5,1121.75,2023-12-11,Credit Card
037f9c95-faaf-444f-9311-4b9a93c1708b,1207,668,Electronics,484.65,2,969.3,2023-05-27,Debit Card
fce4ce06-6532-40d8-9165-028419f6b660,2664,498,Sports,110.8,4,443.2,2024-06-30,Credit Card
98c2877f-de04-45bb-852e-25608482538c,1674,389,Electronics,492.73,3,1478.19,2025-01-14,Online Payment
7c813562-a93c-4451-99b5-c05185995aef,2168,434,Sports,81.62,3,244.86,2023-05-19,Debit Card
79e3c34e-1218-4ada-b539-3876a340bda9,4967,60,Electronics,375.25,1,375.25,2023-06-09,Credit Card
07402fd2-2433-44f9-8b7f-09e350aadf16,3392,489,Groceries,33.16,5,165.8,2024-12-30,Credit Card
5699762d-f8b4-43c6-add4-1511f26e38cb,4487,191,Clothing,299.54,2,599.08,2024-12-12,Online Payment
6046f267-0e5f-43f0-b72e-882ec3a2ad48,1491,965,Home & Kitchen,291.56,1,291.56,2023-10-21,Credit Card
ff011226-8bfe-4175-94df-0a924b8f3cfa,2717,674,Beauty,467.68,2,935.36,2024-10-09,Cash
4ca20ca2-5142-441f-b6d4-370a506bf828,1977,272,Books,69.78,3,209.34,2024-01-30,Online Payment
20752800-bd0e-4d53-a83c-47b42dc82c78,2295,952,Clothing,9.61,5,48.05,2023-10-18,Credit Card
2e13eedd-6df9-41fd-8a46-b66052ead1fa,1300,551,Home & Kitchen,255.41,2,510.82,2023-08-04,Cash
6f7a5790-a0d2-4f77-888a-0c855fd21ced,4608,71,Home & Kitchen,187.92,2,375.84,2023-04-05,Online Payment
11cecc30-e0b7-464b-9c6b-2410e014c0d4,4415,557,Toys,307.78,5,1538.9,2024-02-03,Credit Card
bca495db-9203-4f9f-acf6-de8d9c9555de,3735,837,Toys,466.22,1,466.22,2024-05-24,Debit Card
48543e4c-9d69-47c2-bdd6-145a71b3a514,2083,119,Clothing,372.5,2,745.0,2023-03-02,Cash
028c5e69-8da3-4ea7-b87c-8c7cbda3b038,2154,620,Home & Kitchen,360.22,2,720.44,2025-01-13,Cash
11b1dc63-bf6c-42a3-82ae-b9301251ba27,3070,501,Toys,453.14,1,453.14,2024-09-06,Credit Card
9d923029-b9b6-47d3-85c8-1ff59c6d54d2,3598,434,Toys,26.82,3,80.46,2025-01-26,Debit Card
942851f3-0b77-43b2-847e-b8349bd318f9,3609,269,Groceries,371.91,5,1859.55,2024-05-08,Online Payment
a52e86d4-0513-4c71-ac99-569f9403ace4,3297,10,Clothing,42.25,2,84.5,2024-10-12,Credit Card
7baca3ee-d497-46f2-827c-b424031575f4,4418,379,Groceries,217.74,1,217.74,2024-08-08,Cash
298d368e-96ad-4aea-ac03-6119738219e9,2493,921,Electronics,449.97,2,899.94,2023-08-10,Debit Card
28ae2a05-5e0f-4c9f-ade7-78e928111b05,3731,106,Beauty,391.16,4,1564.64,2023-02-13,Debit Card
34c800c5-3a23-4213-862d-e9be3fc449b6,4791,953,Home & Kitchen,432.98,2,865.96,2024-07-26,Online Payment
e262af3e-91f2-4a88-ac82-eb5e0aa92c59,1101,184,Beauty,392.28,4,1569.12,2025-01-06,Debit Card
9f9ffb6c-c144-4f12-b6e3-acfa04590cda,2092,164,Clothing,194.36,1,194.36,2024-05-23,Online Payment
4d9a1ded-1ac9-4f75-b435-d93ef05b4a14,1911,205,Sports,178.08,2,356.16,2023-09-16,Debit Card
597c340a-5f9b-403e-ad49-b4b7d9fabf74,1096,676,Home & Kitchen,202.24,3,606.72,2023-09-17,Credit Card
2de3faec-9c61-42ec-ba7e-03d654daeac1,4960,792,Toys,178.82,5,894.1,2024-06-23,Online Payment
f6668de0-b0aa-4cdd-a16f-282e90e78776,3783,864,Beauty,469.92,1,469.92,2024-12-06,Cash
2d5f94d3-ccf0-44b8-adea-8a2f95936cbf,1731,595,Toys,23.94,5,119.7,2023-11-23,Online Payment
3fd90b19-55f5-46ec-9982-4743e1854327,2415,747,Beauty,221.01,5,1105.05,2023-10-12,Credit Card
7e14c12e-1c5d-4e1a-8da5-b7c1b10f3816,2577,922,Home & Kitchen,131.09,4,524.36,2023-08-25,Credit Card
b49e6e1c-296a-470f-a92f-3fcd6983b4be,3129,948,Home & Kitchen,185.29,1,185.29,2024-06-18,Cash
a82fe1cb-d914-4745-bdd1-e2752b93b884,3552,322,Clothing,361.28,3,1083.84,2023-04-05,Cash
7e761934-8007-46ad-ab47-38a1d14bb3db,3731,419,Beauty,204.19,3,612.57,2023-03-17,Debit Card
d49f0e9a-4555-4526-b9a8-964b84929707,1785,431,Books,340.27,2,680.54,2024-10-04,Cash
319a4506-7c70-4110-a6c0-99e03961d871,2663,562,Electronics,155.42,2,310.84,2024-03-09,Online Payment
23f06921-ddca-4b01-9d8c-ffd7307bc226,4218,594,Beauty,235.17,4,940.68,2025-01-11,Debit Card
84fc0897-c1bf-478d-8448-b45d5e5c2a6e,3093,485,Groceries,331.13,3,993.39,2024-04-22,Cash
48ac3e98-552e-47da-9730-33d83bc03349,1382,839,Home & Kitchen,338.03,2,676.06,2023-11-04,Debit Card
4cf41a20-df4b-4a3a-ba56-c4f826ac8e75,1603,26,Electronics,126.2,4,504.8,2023-02-22,Credit Card
727030b8-548e-4562-9e54-9de2dc0dc918,2865,425,Home & Kitchen,360.58,4,1442.32,2025-02-04,Online Payment
ad331374-92b7-4abb-9d13-cb04b3e8165c,2636,250,Groceries,329.75,1,329.75,2024-05-31,Credit Card
85bf16fd-8ec6-4dbf-a48a-f54260a40b6f,4188,436,Home & Kitchen,92.06,5,460.3,2024-07-01,Online Payment
ba526c9b-4b16-4f04-803c-31b9295be12f,1205,571,Home & Kitchen,459.15,1,459.15,2024-05-26,Online Payment
a52235af-11d8-4d2c-97fb-96d36397aa90,1546,821,Sports,335.45,5,1677.25,2024-11-03,Cash
b90012fd-cc7b-464d-86f6-35e301224a88,4891,774,Sports,308.26,5,1541.3,2025-01-04,Online Payment
c0cbe51c-42d9-4b12-8907-ccc89c8c58b6,4402,929,Sports,449.12,4,1796.48,2024-08-29,Online Payment
bb5e5f7e-f553-4908-91ec-39a5b5a028ba,2061,770,Home & Kitchen,420.73,3,1262.19,2024-05-15,Online Payment
df664f6e-3bb4-43e7-9e2b-d1421f82a844,3567,245,Toys,222.74,3,668.22,2024-07-18,Debit Card
9b9ff1cf-a621-4372-aaac-5cbbf5f5134b,2112,344,Beauty,447.05,1,447.05,2024-06-09,Debit Card
0f059807-24bd-408d-8ffb-77ed34005c6a,1617,237,Books,348.51,2,697.02,2023-11-06,Credit Card
eaf77607-8fda-48f7-8800-deb642a71372,2699,418,Beauty,273.59,4,1094.36,2024-02-04,Credit Card
a12195b9-e502-41a5-bfb0-cfd6b4119d35,1847,853,Books,197.79,5,988.95,2024-01-21,Credit Card
6f0f3015-75c5-40f8-a167-ac930809c8cd,4509,902,Books,241.1,3,723.3,2023-07-31,Cash
e3385268-c470-49bc-94f5-23e3ec9fac90,4086,400,Books,271.42,5,1357.1,2023-02-11,Debit Card
03943318-00b9-4c94-9464-452f2b6e308e,2999,225,Toys,220.74,1,220.74,2024-04-28,Online Payment
1550b3e3-b92f-4fb5-bf5e-989bf55f98c4,2376,685,Books,363.47,4,1453.88,2024-06-22,Debit Card
b8de5575-0b80-4401-bae7-a7e4d84b8171,3548,547,Electronics,453.93,5,2269.65,2023-12-27,Credit Card
a8221b05-31a1-4df6-b6b7-422f444a3394,1343,659,Books,72.17,4,288.68,2024-07-24,Debit Card
59e57137-6d69-40df-85c7-9d1d839c7275,1205,267,Books,167.04,4,668.16,2024-09-18,Cash
5ffae6b8-101a-4c0a-8f17-43b1b79ed092,2382,780,Books,142.74,4,570.96,2023-09-22,Cash
829af50d-f4e7-415d-af58-336066da36df,4419,84,Sports,14.59,5,72.95,2025-01-15,Credit Card
39ddedcb-ab39-4432-b290-b46b550c6082,4899,359,Home & Kitchen,326.82,1,326.82,2023-08-03,Credit Card
fc51719f-03b7-4dc4-a119-c23477630c95,4889,254,Home & Kitchen,420.42,5,2102.1,2024-08-14,Debit Card
aa8a5213-772f-464f-9cbb-9e11e8020f11,1977,130,Sports,336.38,5,1681.9,2024-08-21,Debit Card
35d29855-21b6-4bab-9c93-172415af721e,2904,717,Toys,384.61,2,769.22,2023-09-12,Credit Card
796f1e6b-e5b5-450e-9097-a71f89b38c32,4185,839,Groceries,482.54,1,482.54,2024-01-14,Credit Card
33c267fb-ef21-404b-ae6a-06d2d3e2b05b,4804,320,Books,201.34,2,402.68,2023-12-06,Credit Card
60221d10-079c-4474-a21c-585017c26587,3425,708,Home & Kitchen,55.44,3,166.32,2024-10-20,Credit Card
a8c5cf6a-1242-4642-bd8a-d11bf59b1bfb,4261,580,Electronics,176.87,4,707.48,2023-07-28,Cash
f5dca52a-a1a3-4de2-95a7-9495124772f8,1282,519,Beauty,11.26,4,45.04,2023-11-18,Online Payment
a06c72e9-07b8-4ad9-a1ee-fbf6afab365d,1432,444,Beauty,319.61,4,1278.44,2024-08-10,Debit Card
897255fb-223c-49d9-ab90-78c1a3a5c203,2783,181,Toys,309.88,5,1549.4,2023-02-18,Online Payment
fb7ffe23-aca1-4e88-ba62-c1dba3eed1ef,2904,447,Toys,164.54,2,329.08,2024-02-10,Credit Card
d2fefa47-3525-4ad7-a0bd-e6352c364381,2142,903,Sports,125.71,4,502.84,2024-08-30,Online Payment
a1f7219a-6106-4526-8adc-e132323eb83b,2377,30,Sports,426.22,2,852.44,2024-01-29,Online Payment
4027aeca-a498-451d-b890-b36e9566c234,1868,364,Toys,173.47,5,867.35,2023-03-29,Cash
adc259fa-1562-47f5-89b0-339e56b0b407,3276,11,Home & Kitchen,47.38,4,189.52,2023-08-09,Online Payment
7933c80d-3d1e-42f3-8903-3335611c6639,3274,777,Home & Kitchen,346.85,4,1387.4,2023-07-05,Online Payment
0166f8fb-df30-4de8-ac97-414c75b7ea65,4247,18,Clothing,150.65,4,602.6,2024-06-05,Debit Card
33d339b5-0402-462a-a70e-be42123514ef,2254,680,Beauty,239.26,5,1196.3,2024-06-27,Cash
2cc6b073-1e93-46df-b2b5-f86b334ec6d4,2742,764,Beauty,179.15,4,716.6,2023-09-20,Cash
1d46fe3f-8f5a-4005-aff5-e2a69af182a3,2255,258,Home & Kitchen,64.72,2,129.44,2023-12-26,Cash
a01f0d5b-505a-4b5d-8d40-384fddfd2cce,1489,761,Groceries,99.81,4,399.24,2024-08-15,Cash
597fbe63-d4df-4dd2-af35-902efd7854e2,3967,604,Toys,490.35,2,980.7,2024-11-23,Cash
9b22d2a6-4c1a-42c4-8454-71d974557062,1931,370,Groceries,154.62,5,773.1,2023-11-04,Debit Card
f2c69ec9-ae60-4fde-a64b-d4606964cad2,2123,47,Electronics,278.91,2,557.82,2023-04-06,Online Payment
02c606d3-7d14-43d4-b89f-4388ae4de046,1420,894,Electronics,289.16,4,1156.64,2024-11-07,Online Payment
b47089e2-2203-48ca-ba28-62a83171d535,2804,349,Groceries,482.92,3,1448.76,2023-04-05,Online Payment
92afc7f2-6c5f-442b-b494-396aa97f30b5,1467,842,Clothing,203.35,1,203.35,2023-06-08,Credit Card
636147ee-8a3e-437a-816b-756def427323,1621,153,Toys,47.16,2,94.32,2024-03-04,Credit Card
b9411131-a00d-4e2a-8ea7-fe44068cfbac,3285,783,Books,305.13,5,1525.65,2023-08-26,Debit Card
c28289df-14e5-4ec9-a2df-2d53a2328fc6,4177,536,Books,228.0,4,912.0,2023-10-24,Cash
e5f94ac1-49fb-417f-a56e-c46ac2997471,4523,603,Books,156.16,5,780.8,2024-10-10,Credit Card
9414f320-837e-4b32-a09f-c26a7abf26d6,3497,984,Clothing,474.06,2,948.12,2024-06-06,Debit Card
119cbd62-1521-4537-b213-853488813f25,2083,677,Clothing,82.74,2,165.48,2024-09-17,Credit Card
702e572e-37a2-4ecb-9d04-78c110a7741e,1641,3,Books,228.0,5,1140.0,2024-09-20,Online Payment
a9c29d36-3efd-4c2f-9195-e5defda5ec92,2192,34,Home & Kitchen,147.61,3,442.83,2023-06-08,Online Payment
246c8c08-fb39-477f-9083-b5b2ebc578a1,1291,704,Home & Kitchen,462.34,5,2311.7,2023-10-18,Debit Card
e8cde65a-aca0-4b6a-b541-9412a0f3a968,2741,118,Home & Kitchen,325.58,3,976.74,2023-07-09,Debit Card
3c01b621-8c21-4430-aedf-60a1b55a1cfa,1292,62,Groceries,397.35,5,1986.75,2024-02-29,Cash
77be933f-7fda-4e6a-9e87-99c5c655bdf1,2798,128,Sports,345.9,4,1383.6,2023-02-17,Cash
ca62be04-f817-42e2-8bbc-a776f4246ff5,3049,553,Sports,221.69,5,1108.45,2024-05-23,Credit Card
1baf6a56-2ddc-4294-9e48-26a0e57e41c0,4643,443,Beauty,303.84,1,303.84,2024-12-15,Credit Card
56dcf275-c792-4cce-b122-d0105b6ed424,1937,985,Electronics,499.79,3,1499.37,2024-05-30,Credit Card
6b2db529-3279-46fa-9bf0-32f5a74b5474,4125,775,Groceries,237.9,4,951.6,2023-09-24,Cash
b59b2d5b-9b69-4e8c-a7d7-5c417cf47e7d,1743,600,Books,319.22,4,1276.88,2024-05-08,Credit Card
fc3c40a6-ecad-4ecd-b50c-29a46ddd89de,2925,357,Books,169.99,1,169.99,2024-11-25,Debit Card
f382df89-b6f0-4b66-a0af-d059438696fd,2350,422,Sports,147.67,4,590.68,2024-10-03,Credit Card
c65a3076-8afd-46dc-bc04-789e79f3d4f7,2862,91,Beauty,129.94,1,129.94,2024-04-05,Online Payment
75db7907-0c43-4370-94c1-722de4274a33,4542,527,Electronics,330.54,5,1652.7,2023-12-29,Online Payment
2fb5ad6a-ec25-445b-8d60-9a6b6d27c6c0,2692,56,Home & Kitchen,261.63,5,1308.15,2024-06-17,Online Payment
ca82798a-9dc9-41dc-b9c7-e27936632e84,3561,453,Electronics,105.76,5,528.8,2023-06-16,Debit Card
2c042063-4a56-44c2-90e6-04e1894daf03,4799,295,Sports,441.02,4,1764.08,2024-10-28,Credit Card
2f0c4692-f86d-4cdf-a07e-f47829590d4c,1118,997,Home & Kitchen,356.34,3,1069.02,2023-03-02,Credit Card
e46693bc-5cec-48be-8d5f-b8b1fca30990,3262,418,Clothing,116.23,1,116.23,2024-03-28,Online Payment
716de49e-ee04-4624-919d-3d382d56c3bd,4879,121,Groceries,251.7,3,755.1,2024-06-18,Cash
0767487b-460a-4eb8-88d5-30eb951d08dd,2701,855,Sports,490.22,2,980.44,2023-09-05,Online Payment
4b682460-a423-410a-bf41-4fe78fd92b49,3257,149,Books,99.35,5,496.75,2024-07-01,Debit Card
2e6531fd-c2f4-42c1-b795-7e9bb838a228,4539,72,Toys,387.47,4,1549.88,2023-07-15,Cash
165204f4-39aa-4928-90f2-05292d9cc784,4826,807,Toys,411.17,3,1233.51,2024-09-13,Cash
f6fda4f0-9430-4e90-bba6-7b18c098ce0b,4430,602,Sports,433.3,4,1733.2,2024-12-28,Online Payment
dde84a25-9452-46f9-a61c-f6b79b68e0b4,2413,341,Books,230.4,3,691.2,2024-05-30,Debit Card
5b23d73c-098f-47a5-b8ae-b8828068d268,3856,245,Books,120.61,4,482.44,2023-10-28,Credit Card
b240c125-7322-4e73-9a60-6d21eeac9ee8,2303,763,Sports,354.09,4,1416.36,2023-10-22,Online Payment
2962033e-b458-43f5-ad31-398c572bf413,3718,812,Groceries,250.19,1,250.19,2023-10-13,Debit Card
4eb29163-225f-4a8b-a8fa-60797f0cd5c4,3057,989,Beauty,435.5,4,1742.0,2025-01-09,Credit Card
75acb596-91d0-4338-a99a-8bb341bc4a4f,3154,933,Sports,12.6,2,25.2,2024-03-05,Online Payment
9ab3b789-e5fc-480a-a8e4-d0167d5df959,4567,671,Groceries,42.04,3,126.12,2024-11-25,Cash
6366f3e2-0b1d-4050-89d4-c50cf1978567,3552,710,Books,326.67,3,980.01,2024-09-27,Online Payment
a03cb214-61f7-4fe0-9105-55618501fd8a,4908,325,Sports,436.83,1,436.83,2023-04-29,Credit Card
41207d01-4d43-4e20-8b58-152f9e58f0a1,1961,647,Toys,498.73,1,498.73,2023-05-12,Online Payment
2cce3be1-af91-4fb7-ba6f-4b987025f342,1403,779,Clothing,224.62,3,673.86,2024-07-25,Credit Card
bd646d07-2ba5-4be1-ae47-ac956969be5c,1188,333,Electronics,150.22,3,450.66,2023-08-08,Online Payment
300882dd-6486-4705-af41-70c601a0598c,1596,251,Books,285.13,2,570.26,2023-05-18,Debit Card
3b30e835-8ce3-4bea-bad9-9dcc3999068d,1717,81,Books,311.76,2,623.52,2023-09-10,Online Payment
f077981e-0a68-4fb9-a3dc-7df8c3439708,4738,598,Groceries,119.93,3,359.79,2024-06-19,Online Payment
d132a5b3-8b6f-4232-b80a-a5c1d8e3708c,2045,683,Electronics,449.96,4,1799.84,2023-06-01,Cash
ca39ac8b-9609-4d9e-9ee5-4559067c4c1d,3775,560,Groceries,41.56,3,124.68,2023-03-18,Cash
42ed4c1c-2b18-4528-b14e-5b01c4243bf8,3617,986,Books,346.71,4,1386.84,2023-12-25,Cash
4160a729-635d-4eeb-bb79-880e60b3f5a1,1815,394,Sports,57.79,4,231.16,2024-02-23,Cash
2c40e729-d0a7-415f-adcb-fb83b7b3ed5e,3354,303,Toys,15.86,4,63.44,2023-06-06,Cash
16bf1580-0101-4355-8345-3edb1c33b311,1033,580,Electronics,455.76,4,1823.04,2023-10-22,Cash
b86db6d8-3fc2-44c2-833b-681577beb9d7,4177,819,Home & Kitchen,305.5,3,916.5,2023-08-02,Debit Card
84514b83-4fc9-46b5-bdfc-2a4c3e0bad23,3607,195,Toys,340.49,2,680.98,2024-06-06,Credit Card
97bd8bd8-a9c4-487e-b3bd-c871208c11eb,4700,643,Electronics,157.92,4,631.68,2025-01-06,Credit Card
80a64919-2f88-4a86-8cb0-f094e952b967,3373,374,Groceries,49.62,3,148.86,2024-08-19,Cash
2bcea0a0-a98a-42a1-bd83-a06c327ddeb0,4061,426,Groceries,104.39,5,521.95,2024-01-04,Cash
e2c5de24-ef8f-4c6f-ae08-e18db7cb4014,3174,514,Toys,416.08,3,1248.24,2023-06-04,Online Payment
8d3fc323-f00c-4167-a0e6-44565c28981b,4962,826,Toys,374.55,3,1123.65,2024-04-14,Credit Card
15730060-00bf-4335-a40f-0b9b0af308bf,2918,987,Clothing,74.67,2,149.34,2023-07-19,Online Payment
2576e07f-96f6-4d60-93d3-0123c1c97d40,4961,867,Beauty,49.7,4,198.8,2023-08-12,Credit Card
2f9cc305-685e-48e4-9ea2-dd1990a378a4,2083,550,Clothing,230.12,3,690.36,2024-11-08,Online Payment
b934561a-8014-4dfc-bdd7-f3019f7d1b26,4368,654,Beauty,58.63,2,117.26,2024-11-15,Online Payment
f63bd6a0-ce7c-46e1-91ab-0b802ce3edb4,1102,635,Beauty,458.05,2,916.1,2023-07-31,Credit Card
93b26c85-3878-491e-928e-2b5b5d220618,3602,844,Sports,455.15,3,1365.45,2023-04-24,Online Payment
a63d61a5-3567-4018-97e4-f402f505c3b7,1477,144,Electronics,473.4,3,1420.2,2023-12-24,Online Payment
a4c61e1c-2432-418b-9d11-7a6cbf6418a3,1475,100,Home & Kitchen,444.19,2,888.38,2024-11-09,Online Payment
27b37e71-7291-4247-a9fc-ac2b3fdfa5f4,2858,380,Books,295.73,2,591.46,2024-12-16,Online Payment
904e9701-7e0a-48b3-9da7-da57758fbb2e,3682,102,Sports,309.75,3,929.25,2023-10-19,Credit Card
18fa3802-49de-4eea-85b9-6d8c875ff88d,3827,380,Home & Kitchen,224.47,2,448.94,2024-02-08,Cash
fd55f754-c45e-44da-8391-db4b265b6255,1406,703,Beauty,274.51,3,823.53,2023-11-26,Credit Card
6895e700-798a-42e5-acc2-b0d1c089fe9e,2630,283,Home & Kitchen,484.26,4,1937.04,2024-04-26,Credit Card
ad5b02fe-f763-40f3-b683-c0253ab1ddde,3714,218,Electronics,30.04,3,90.12,2024-10-13,Debit Card
4ced6c0a-79df-43c9-9631-659b502079b4,1515,806,Home & Kitchen,38.96,5,194.8,2023-02-14,Debit Card
95ee0e1b-731a-4d03-af92-8988f287a861,3401,222,Home & Kitchen,167.64,2,335.28,2023-11-26,Credit Card
6a15830d-ffa6-479c-925a-d975cc0c919b,2135,880,Groceries,493.83,5,2469.15,2024-11-08,Cash
3307cc84-e805-45a4-b8e8-1dfa16506a72,4270,179,Clothing,332.22,1,332.22,2024-03-28,Debit Card
01c237ed-a0a6-4709-b595-8eacd5139496,1060,367,Home & Kitchen,296.48,1,296.48,2025-01-19,Debit Card
40a09406-a2ac-405d-8486-f55b1568d937,2086,54,Groceries,372.15,5,1860.75,2023-06-08,Credit Card
64e93a3b-4f46-4b14-b302-8d20ae0026e3,4054,66,Sports,226.9,3,680.7,2024-10-28,Credit Card
88b533ae-1255-48a4-98a0-52bd1591e85c,2851,516,Home & Kitchen,472.98,1,472.98,2023-04-03,Cash
f2e27db8-d792-4da0-8f2f-1885fa7d166b,2876,659,Electronics,35.11,4,140.44,2023-08-03,Online Payment
eaa72fdd-02c5-470d-8fb4-a9f7a763fce8,2746,703,Clothing,247.68,4,990.72,2024-12-19,Credit Card
ffb60c5f-485a-435a-966b-07ceb7e4086d,4683,83,Beauty,306.11,1,306.11,2024-12-15,Debit Card
2298ee20-cb54-4459-a9b5-d26d5817aa03,2126,640,Beauty,193.55,5,967.75,2024-10-12,Cash
514b9bfe-798b-42fc-9583-98ba8359a010,2858,518,Books,54.09,1,54.09,2024-03-08,Debit Card
24c99f0f-2c1b-494e-a411-8821b35523f5,2761,463,Home & Kitchen,209.84,4,839.36,2023-05-17,Online Payment
c89c88ab-1612-49af-8779-49141196bcb0,2703,748,Clothing,159.71,3,479.13,2024-08-19,Cash
e5916854-c972-4f38-b127-465d764700cb,2533,977,Groceries,344.98,4,1379.92,2024-03-12,Credit Card
1aaf8697-2f63-4986-963e-ae2c4535badb,1373,852,Clothing,51.15,1,51.15,2024-02-17,Cash
a5b3bf17-65ce-4231-a2b4-854d929368b5,4325,134,Electronics,295.3,5,1476.5,2023-11-06,Cash
f26031c6-4a7a-4457-b752-a5bde09945c1,3744,126,Books,180.03,4,720.12,2024-08-05,Credit Card
b76b74d7-1c27-4436-bd61-84be9d5d9a51,4966,295,Toys,179.06,5,895.3,2024-07-29,Debit Card
8c967f2c-a6a9-419f-9670-10cfdb6372de,1633,673,Sports,116.0,1,116.0,2024-09-29,Cash
abb9d500-daf4-4122-a8e3-26a4386086e5,4462,570,Beauty,61.87,3,185.61,2023-03-30,Debit Card
998bd1d5-bb25-4600-9087-b8b1b5f19ae1,4306,440,Electronics,306.45,3,919.35,2024-07-31,Credit Card
